ResponseId,sample_1,weight_complete_only,weight_complete_partials,Finished,Enter,YearsWorked,NTEE_1,NTEE_2,NTEE_3,NTEE_4,NTEE_5,NTEE_6,NTEE_7,NTEE_8,NTEE_9,NTEE_10,NTEE_11,NTEE_12,NTEE_13,NTEE_14,NTEE_15,NTEE_16,NTEE_17,NTEE_18,NTEE_19,NTEE_20,NTEE_21,NTEE_22,NTEE_23,NTEE_24,NTEE_25,NTEE_26,NTEEconf,GeoAreas_1,GeoAreas_2,GeoAreas_3,GeoAreas_4,GeoAreas_5,GeoAreas_6,GeoAreas_7,GeoAreas_8,GeoAreas_9,RuralUrban_1,RuralUrban_2,RuralUrban_3,RuralUrban_4,ProgDem_1,ProgDem_2,ProgDem_3,ProgDem_4,ProgDem_5,ProgDem_6,ProgDem_7,ProgDem_8,ProgDem_9,ProgDem_10,ProgDem_11,ProgDem_12,ProgDem_13,ProgDem_14,ProgDem_15,ProgDem_16,ProgDem_17,ProgDem_18,ProgDem_19,ProgDem_20,ProgDem_21,PeopleServed_1_1_1,PeopleServed_1_2_1,PeopleServed_2_1_1,PeopleServed_2_2_1,PeopleServed_3_1_1,PeopleServed_3_2_1,MeetDemand,ProgLocations_1,ProgLocations_2,NLocations,LocChanges,Staff_1_1_1,Staff_1_2_1,Staff_1_3_1,Staff_1_4_1,Staff_1_5_1,Staff_1_6_1,Staff_1_7_1,Staff_2_1_1,Staff_2_2_1,Staff_2_3_1,Staff_2_4_1,Staff_2_5_1,Staff_2_6_1,Staff_2_7_1,Staff_3_1_1,Staff_3_2_1,Staff_3_3_1,Staff_3_4_1,Staff_3_5_1,Staff_3_6_1,Staff_3_7_1,Staff_4_1_1,Staff_4_2_1,Staff_4_3_1,Staff_4_4_1,Staff_4_5_1,Staff_4_6_1,Staff_4_7_1,VolImportance,DonImportance,FRpercents_1,FRpercents_2,FRmajgift_1,FRchanges_1_1,FRchanges_1_2,FRchanges_1_3,FRchanges_1_4,FRchanges_1_5,FRchanges_1_6,FRchanges_1_7,FRchanges_1_8,FRchanges_1_9,FRchanges_1_10,FRchanges_1_11,FRchanges_1_12,FRchanges_2_1,FRchanges_2_2,FRchanges_2_3,FRchanges_2_4,FRchanges_2_5,FRchanges_2_6,FRchanges_2_7,FRchanges_2_8,FRchanges_2_9,FRchanges_2_10,FRchanges_2_11,FRchanges_2_12,FY,Funding1_1_1_1,Funding1_1_2_1,Funding1_1_3_1,Funding1_1_4_1,Funding1_1_5_1,Funding1_1_6_1,Funding1_1_7_1,Funding1_1_8_1,Funding1_1_9_1,Funding1_1_10_1,Funding1_2_1_1,Funding1_2_2_1,Funding1_2_3_1,Funding1_2_4_1,Funding1_2_5_1,Funding1_2_6_1,Funding1_2_7_1,Funding1_2_8_1,Funding1_2_9_1,Funding1_2_10_1,Funding2_1_1_1,Funding2_1_2_1,Funding2_1_3_1,Funding2_1_4_1,Funding2_1_5_1,Funding2_1_6_1,Funding2_1_7_1,Funding2_1_8_1,Funding2_1_9_1,Funding2_1_10_1,Funding2_1_11_1,Funding2_1_12_1,Funding2_1_13_1,Funding2_1_14_1,Finances_1_1_1,Finances_1_2_1,Finances_1_3_1,Finances_1_4_1,Finances_1_5_1,Finances_1_6_1,Finances_1_7_1,Finances_1_8_1,Finances_2_1_1,Finances_2_2_1,Finances_2_3_1,Finances_2_4_1,Finances_2_5_1,Finances_2_6_1,Finances_2_7_1,Finances_2_8_1,Finances_3_1_1,Finances_3_2_1,Finances_3_3_1,Finances_3_4_1,Finances_3_5_1,Finances_3_6_1,Finances_3_7_1,Finances_3_8_1,Finances_4_1_1,Finances_4_2_1,Finances_4_3_1,Finances_4_4_1,Finances_4_5_1,Finances_4_6_1,Finances_4_7_1,Finances_4_8_1,CEOrace,CEOgender,BCrace,BCgender,CEOBCdem_1_1,CEOBCdem_1_2,CEOBCdem_2_1,CEOBCdem_2_2,CEOBCdem_3_1,CEOBCdem_3_2,BoardStaffDEM_1_1,BoardStaffDEM_1_2,BoardStaffDEM_1_3,BoardStaffDEM_1_4,BoardStaffDEM_1_5,BoardStaffDEM_1_6,BoardStaffDEM_1_7,BoardStaffDEM_2_1,BoardStaffDEM_2_2,BoardStaffDEM_2_3,BoardStaffDEM_2_4,BoardStaffDEM_2_5,BoardStaffDEM_2_6,BoardStaffDEM_2_7,DemChange,Reserves_1_1_1,Reserves_2_1_1,Reserves_3_1_1,PPP2020,PPP2020b_1_1_1,PPP2020b_2_1_1,PPP2020b_3_1_1,PPP2021,PPP2021b_1,FinanceChanges_1,FinanceChanges_2,FinanceChanges_3,FinanceChanges_4,FinanceChanges_5,FinanceChanges_6,FinanceChanges_7,ProgChanges_1,ProgChanges_2,ProgChanges_3,ProgChanges_4,ProgChanges_5,ProgChanges_6,ProgChanges_7,ProgChanges_8,ProgChanges_9,ProgChanges_10,ProgChanges_11,ProgChanges_12,FRchanges_1,FRchanges_2,FRchanges_3,FRchanges_4,Drawing,PeopleServed_3_1,PeopleServed_3_2,Staff_4_1,Staff_4_2,Staff_4_3,Staff_4_4,Staff_4_5,Staff_4_6,Staff_4_7,Reserves_3_1,StaffChanges_1,StaffChanges_2,StaffChanges_3,StaffChanges_4,StaffChanges_5,StaffChanges_6,StaffChanges_7,StaffChanges_8,StaffChanges_9,StaffChanges_10,OpsChanges_1,OpsChanges_2,OpsChanges_3,OpsChanges_4,OpsChanges_5,OpsChanges_6,Assistance_1,Assistance_2,Assistance_3,Assistance_4,Assistance_5,Assistance_6,Assistance_7,Assistance_8,StaffChanges21_1,StaffChanges21_2,StaffChanges21_3,StaffChanges21_4,StaffChanges21_5,StaffChanges21_6,StaffChanges21_7,StaffChanges21_8,StaffChanges21_98,ExtAffairs_1_1,ExtAffairs_1_2,ExtAffairs_1_3,ExtAffairs_1_4,ExtAffairs_1_5,ExtAffairs_1_6,ExtAffairs_1_7,ExtAffairs_1_8,ExtAffairs_1_9,ExtAffairs_1_10,ExtAffairs_1_11,ExtAffairs_1_12,ExtAffairs_2_1,ExtAffairs_2_2,ExtAffairs_2_3,ExtAffairs_2_4,ExtAffairs_2_5,ExtAffairs_2_6,ExtAffairs_2_7,ExtAffairs_2_8,ExtAffairs_2_9,ExtAffairs_2_10,ExtAffairs_2_11,ExtAffairs_2_12,FullyComplete,lastsection,SizeStrata,SizeStrata1,SizeStrata2,SizeStrata3,SizeStrata4,SizeStrata5,CensusRegion9,CensusRegion4,ntmaj5,subsector,sector1,sector2,sector3,sector4,sector5,MAV_zip_rural,MAV_ziptostate_medHHinc,MAV_ziptostate_LOWinc,mav_ziptostate_medlowinc,MAV_ziptostate_MEDHIGHinc,MAV_ziptostate_HIGHinc,MAV_ziptostate_categories,mainORprog_zip_rural,MAV_Urban_Rural_Oth_NCHS_FORHP,MAV_UrbRurOthNCHSFORHP_UrbanCore,MAV_UrbRurOthNCHSFORHP_NonUrbanC,MAV_UrbRurOthNCHSFORHP_Rural,MAV_Urban_Rural_Oth_cat,mainORprog_ziptostate_LOWinc
R_3prlcBBOQ7ZRmsp,1,0.9417664441,1.0113595417,1,1,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,1,-99,-99,1,1,-99,-99,-99,1,1,1,-99,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,360,99,120,99,,,98,1,1,2,0,7,15,-99,-99,-99,-99,-99,5,12,-99,-99,-99,-99,-99,3,12,-99,-99,-99,-99,-99,,,,,,,,99,5,1,1,50,98,98,98,98,98,98,98,99,99,98,98,98,98,98,98,98,98,98,98,99,99,98,98,98,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,2,5,2,0,0,0,0,4,6,1,6,98,1,1,1,1,1,12,98,1,98,2,1,0,-99,-99,,1,-99,-99,-99,98,,1,98,0,99,0,1,-99,0,1,1,0,1,0,0,1,0,1,1,-99,0,99,99,-99,1,-99,1,-99,-99,1,1,1,1,1,-99,0,1,0,1,1,0,1,0,1,-99,0,0,99,0,99,-99,1,0,0,0,0,0,0,-99,-99,-99,1,-99,-99,-99,-99,-99,1,3,1,3,2,1,3,3,2,1,1,3,1,3,1,3,2,1,3,3,2,1,1,3,1,1,,"$500,000-$999,999",0,0,1,0,0,6: East South Central,3: South,HU,HU,0,0,0,1,0,0,0.93827492,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_2rBFiKE5z35il4O,0,0,0.7726366815,0,1,5,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,2,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,-99,15000,-99,300,15000,-99,-99,98,1,-99,,1,2,6,7,5,0,1,-99,2,6,7,5,0,0,-99,1,3,7,5,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,"$100,000-$499,999",0,1,0,0,0,8: Mountain,4: West,AR,AR,1,0,0,0,0,1,1.2823966742,0,0,1,0,3,1,3-Rural,0,0,1,3-Rural,0
R_2fexccLDOURQYI8,1,0.7871260863,0.8421234224,1,1,16,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,1,-99,-99,1,-99,1,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-99,5000,0,1000,0,,,0,1,-99,,0,0,0,30,200,0,0,0,0,0,40,40,0,0,0,0,0,40,100,0,0,0,,,,,,,,1,2,95,5,100,5,5,5,5,3,5,99,99,99,4,4,99,1,1,1,1,1,1,99,99,99,2,1,99,1,1,1,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,1,-99,-99,-99,-99,-99,1,-99,1,-99,1,-99,-99,-99,1020.2250414,2467.819523,-99,5003.1386405,-99,1016.206683,1005.9770516,-99,0,0,-99,1001.8679635,-99,0,493.26152398,-99,4956.5713826,0,-99,1986.2070207,-99,1008.2137231,991.80771133,-99,-99,-99,1,-99,1,-99,-99,-99,5,2,5,2,1,1,0,0,4,4,3,6,3,3,6,1,1,1,1,1,1,1,1,1,1,36851.272685,13872.234268,,0,,,,0,,1,0,99,99,0,1,-99,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,99,1,-99,-99,-99,-99,-99,-99,1,1,-99,-99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,1,99,1,99,1,99,99,99,99,99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,,"<$100,000",1,0,0,0,0,9: Pacific,4: West,AR,AR,1,0,0,0,0,1,0.8885269761,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_3Ien5VunC8BT0k1,1,0,0.9135994924,1,1,17,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,2,0,0,0,1,2,2,2,2,2,2,2,2,0,2,2,0,0,1,1,120,99,100,99,,,98,1,1,1,0,2,8,4,35,-99,1,-99,2,6,6,25,-99,1,-99,2,6,6,25,-99,1,-99,,,,,,,,3,2,50,50,1000,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,-99,,,,-99,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,-99,1,-99,1,-99,-99,-99,-99,1,1,1,-99,0,0,0,0,0,0,0,99,99,-99,0,0,99,99,0,-99,1,99,99,99,99,99,99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,1,1,3,1,3,4,1,2,1,1,2,1,1,1,3,1,3,4,1,2,1,1,2,1,0,9,"$100,000-$499,999",0,1,0,0,0,7: West South Central,3: South,AR,AR,1,0,0,0,0,1,0.9534832835,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_CjdUwt0XwcZjSGR,0,0,0.7823873184,0,1,19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,1,-99,-99,1,-99,-99,2,0,2,99,99,2,99,99,99,99,2,0,99,99,99,99,99,99,99,1,-99,-99,-99,-99,-99,1,1,1,-99,1,1,1,1,1,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,2,20,15,-99,2,3,3,3,99,3,3,99,4,3,3,3,2,3,2,3,99,3,3,99,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,"$100,000-$499,999",0,1,0,0,0,2: Mid Atlantic,1: Northeast,AR,AR,1,0,0,0,0,0,0.9014282823,0,1,0,0,2,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",0
R_2y1rAAhbDnI7FAg,0,0.6259054365,0.6603451998,1,1,7,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,1,-99,-99,-99,-99,1,-99,-99,1,-99,-99,2,2,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,4000,-99,200,-99,-99,1,1,1,-99,,0,0,0,40,10,0,1,-99,0,0,10,0,0,3,-99,1,0,20,10,0,2,-99,-99,-99,-99,-99,-99,-99,-99,2,1,75,25,500,4,4,3,3,4,3,99,99,3,3,3,98,5,5,3,3,5,4,99,99,4,4,4,3,1,-99,-99,-99,-99,-99,-99,1,1,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,1,-99,-99,1,-99,1,-99,-99,-99,-99,1,1,-99,-99,-99,4908.1623441,-99,119766.0215,3019.1038842,4876.7617479,-99,-99,-99,256.46173114,-99,164233.12658,509.09867383,20275.643337,-99,-99,-99,506.06058863,-99,196736.63943,1990.1422849,39496.496283,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,1,2,1,0,0,0,0,5,5,6,6,98,1,98,8,98,1,9,1,1,1,6,98,1,-99,-99,1.0166015625,1,0,0,0,1,12176.82547,0,1,0,1,1,-99,-99,0,1,1,1,0,0,0,0,0,1,1,-99,1,1,-99,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"<$100,000",1,0,0,0,0,3: East North Central,2: Midwest,AR,AR,1,0,0,0,0,0,0.4931692779,1,0,0,0,1,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",1
R_Qacy26t14dfPwMp,0,0.9577266576,0.9279972427,1,1,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,1,1,1,-99,-99,2,1,1,-99,-99,1,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,100,5,125,2,-99,-99,1,1,-99,,1,30,35,5,50,-99,-99,-99,32,35,5,50,-99,-99,-99,30,35,5,50,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,3,75,25,5000,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,1,1,-99,1,-99,1,1,1,-99,-99,1,1,-99,1,-99,1,1,1,-99,1,1,-99,-99,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,1,5,2,0,0,0,0,5,6,1,7,1,2,1,1,1,7,8,3,2,5,5,1,0,-99,-99,-99,0,,,,0,,0,0,0,1,1,-99,-99,0,0,0,0,0,0,0,0,0,1,0,-99,0,0,1,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$1 million-$9,999,999",0,0,0,1,0,3: East North Central,2: Midwest,HU,HU,0,0,0,1,0,0,1.0085253716,0,0,1,0,3,0,"1-Urban Core, Non-Rural",1,0,0,"1-Urban Core, Non-Rural",0
R_22FzjMu44f3VJE5,0,1.3188349072,1.3513254852,1,1,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-99,-99,-99,-99,1,1,1,1,-99,,1,-99,-99,100,50,-99,3,-99,-99,-99,100,10,-99,2,-99,-99,-99,100,50,-99,2,-99,1,1,-99,-99,1,-99,-99,1,1,5,95,500,5,3,5,5,99,99,99,98,98,98,99,99,1,1,2,2,99,99,99,98,98,98,99,99,7,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,1,1,1,1,1,1,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,94389.997027,-99,-99,-99,-99,-99,-99,-99,80762.652995,-99,-99,-99,-99,-99,-99,-99,83388.490882,-99,-99,-99,-99,1,1,1,-99,1,1,1,1,5,2,5,2,-99,-99,-99,-99,4,4,-99,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,98,66038.643459,40337.515293,-99,0,,,,0,,0,0,99,99,1,0,-99,1,1,1,1,0,1,0,99,99,1,1,98,1,0,1,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"<$100,000",1,0,0,0,0,3: East North Central,2: Midwest,HE,HE,0,0,1,0,0,0,1.6410067081,0,0,0,1,4,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_2xRvD0pzK7nEMAR,0,0.8093240947,0.7773194855,1,1,18,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,2000,0,1000,0,,,1,1,-99,,0,4,39,11,250,0,1,-99,5,34,11,0,0,0,-99,6,39,11,0,0,0,-99,,,,,,,,5,3,90,10,100,4,4,4,4,98,3,3,3,3,3,3,3,4,4,4,4,98,3,3,3,3,2,3,3,9,1,1,1,1,-99,-99,1,1,1,1,1,1,1,1,-99,-99,1,1,-99,1,1,-99,-99,-99,1,-99,-99,-99,-99,-99,1,1,-99,-99,58316.353221,186864.47634,-99,75606.682122,1615.2286401,203611.58126,-99,-99,74726.578574,130951.28504,-99,49541.599112,1000.134845,159564.3094,-99,-99,80970.565993,140195.482,-99,49942.639916,1038.6107304,159310.9655,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,2,5,2,0,0,0,0,4,3,2,6,2,1,6,4,2,3,6,3,1,7,6,4,0,81438.442249,136574.07779,,1,68646.958588,67696.172731,40,1,60950.061841,0,0,0,0,0,1,-99,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,0,1,1,0,1,0,1,-99,0,1,1,0,1,-99,1,1,0,0,0,0,0,-99,-99,-99,-99,1,-99,-99,1,1,-99,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,,"$500,000-$999,999",0,0,1,0,0,2: Mid Atlantic,1: Northeast,AR,AR,1,0,0,0,0,1,0.5953645706,1,0,0,0,1,1,3-Rural,0,0,1,3-Rural,1
R_3nV1BcW6A84ymZv,0,1.1154266871,1.1892142814,1,1,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,1,2,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,1,-99,450,500,600,500,-99,-99,0,-99,1,2,1,3,4,30,50,0,0,-99,3,4,30,50,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,25,75,1000,5,3,4,4,3,3,3,3,3,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,1,-99,-99,-99,0,0,0,550800.69017,1527.2129368,149839.18014,-99,-99,0,0,0,639665.23707,1467.8703955,252454.75763,-99,-99,0,0,0,740573.26141,1503.9455471,250685.15323,-99,-99,1,1,1,-99,-99,-99,1,1,5,1,5,1,0,0,0,0,4,5,2,3,1,1,1,1,1,3,9,1,1,2,3,1,1,25734.227449,24794.168841,-99,1,15534.089253,15886.969674,5,0,,0,0,0,0,1,0,-99,1,0,0,1,0,1,0,0,0,0,1,99,1,0,1,-99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$500,000-$999,999",0,0,1,0,0,6: East South Central,3: South,HU,HU,0,0,0,1,0,1,0.7035627365,0,1,0,0,2,1,3-Rural,0,0,1,3-Rural,0
R_3kt5rGnkHRhJZMt,1,0.8833811006,0.8813695596,1,1,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,1,-99,-99,-99,-99,-99,1,1,1,-99,1,1,1,2,2,0,1,1,2,2,2,2,1,1,2,99,1,1,1,0,-99,1000,99,1500,99,,,0,1,-99,,1,1,1,13,50,0,1,-99,1,1,13,23,0,1,-99,1,2,14,24,0,1,-99,,,,,,,,2,2,85,15,5000,5,5,4,5,98,5,5,4,5,3,4,3,4,4,3,4,98,4,4,1,3,2,5,5,1,1,1,-99,-99,-99,-99,1,1,1,-99,1,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,1,-99,1,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,5,2,0,0,0,0,4,5,8,12,1,1,1,2,1,8,12,1,1,2,2,1,0,29175.447082,359387.94685,,1,-99,15638.055611,2,1,17134.57414,0,1,99,99,1,0,-99,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,0,99,0,0,1,0,-99,0,0,99,0,0,-99,0,0,0,99,99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,3,2,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,2,1,2,1,1,2,1,1,,"$100,000-$499,999",0,1,0,0,0,9: Pacific,4: West,HU,HU,0,0,0,1,0,0,0.813162744,0,1,0,0,2,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
R_2z6kHLZmTHaU7U5,0,0.6565156298,0.6570838345,1,1,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,650,30,150,300,-99,-99,1,1,-99,,1,0,0,20,35,-99,-99,-99,0,0,20,40,-99,-99,-99,0,0,22,30,-99,-99,-99,-99,-99,-99,-99,1,1,-99,2,2,95,5,200,3,3,3,3,98,3,99,98,99,3,3,98,5,5,5,5,98,5,99,98,99,4,5,98,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,20474.65643,-99,-99,-99,-99,-99,-99,-99,25736.566662,-99,14776.256877,-99,-99,-99,-99,1,-99,1,-99,1,1,1,-99,5,2,3,1,0,0,1,0,7,7,1,6,98,2,3,3,9,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,0,,,,0,,-99,1,-99,-99,-99,1,-99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"$100,000-$499,999",0,1,0,0,0,9: Pacific,4: West,AR,AR,1,0,0,0,0,0,1.2936581373,0,0,1,0,3,0,"2-Non-Urban Core, Non-Rural",0,1,0,"2-Non-Urban Core, Non-Rural",0
